,Products,Reciept_ID,Serial No.,Quantity,Sales Price,Unit Price,Cost_Price,Date and Time
682,PAN READY,000043,162210,38,4865,128.02631578947367,121.62499999999999,09/24/2018 12:09 PM
683,B-06A+B,000044,113173,55,4208,76.50909090909092,72.68363636363637,09/24/2018 12:09 PM
684,ASSORTED KNITTED SHIRTS,000044,113125,72,4214,58.52777777777778,55.60138888888889,09/24/2018 12:09 PM
685,SALAM SUBJECT SPRIAL COPY #2,000044,151597,5,1739,347.8,330.41,09/24/2018 12:09 PM
686,"BLACK BOARD 36"" X 48""",000044,136195,10,948,94.8,90.06,09/24/2018 12:09 PM
687,2-PC SET,000044,113148,59,3351,56.79661016949152,53.956779661016945,09/25/2018 02:18 PM
688,"DC1.8,512,80GB, KB,MOUSE.SPKR,",000044,126699,52,4918,94.57692307692308,89.84807692307693,09/25/2018 02:18 PM
689,SKIDS GIRLS CAPRICE PINK 5-12Y,000044,111825,14,8214,586.7142857142857,557.3785714285714,09/25/2018 02:18 PM
690,ULTRA SHINE CAR WASH&WAX 64OZ AA,000044,126684,68,6495,95.51470588235294,90.73897058823529,09/25/2018 02:18 PM
691,WOVEN SHIRT,000045,113076,32,3683,115.09375,109.3390625,09/25/2018 05:18 PM
692,SKIDS GIRLS SKIRT COMBO2 5-10Y,000045,111815,84,9750,116.07142857142857,110.26785714285714,09/25/2018 05:18 PM
693,WOVEN CHECK SHIRT,000045,111769,39,2652,68.0,64.6,09/25/2018 05:18 PM
694,NOKIA 5320 CELL PHONE,000045,141668,26,7847,301.8076923076923,286.7173076923077,09/25/2018 05:18 PM
695,"ATOM,1GB,160GB,DVDRW,WIFI,XP,1",000046,131270,63,2648,42.03174603174603,39.93015873015873,09/25/2018 07:16 AM
696,SAFETY MASK CUP SHAPE,000046,153447,85,4164,48.98823529411764,46.53882352941176,09/25/2018 07:16 AM
697,NOKIA 2310 CELL PHONE,000046,169657,64,5249,82.015625,77.91484375,09/25/2018 07:16 AM
698,NOKIA 5300 CELL PHONE,000046,120261,20,824,41.2,39.14,09/25/2018 07:16 AM
699,PRINTED CAPRICE,000046,113110,39,1946,49.8974358974359,47.4025641025641,09/25/2018 07:16 AM
700,"DC1.8,512,80GB, KB,MOUSE",000046,126692,53,186,3.509433962264151,3.3339622641509434,09/25/2018 07:16 AM
701,SNOWMAN ERASABLE MARKER70 BLUE,000046,147951,71,1874,26.3943661971831,25.074647887323945,09/25/2018 11:04 AM
702,BOARD HOLDING STAND,000046,159031,98,6794,69.3265306122449,65.86020408163265,09/25/2018 11:04 AM
703,NOKIA 2310 CELL PHONE,000047,169657,5,5367,1073.4,1019.7300000000001,09/25/2018 11:04 AM
704,"PANASONIC 50"" PLASMA TH-50PV70",000047,113334,34,1803,53.029411764705884,50.37794117647059,09/25/2018 11:04 AM
705,NOKIA 5300 CELL PHONE,000047,120261,52,6440,123.84615384615384,117.65384615384615,09/25/2018 11:04 AM
706,750-1000GM GRASS CARP,000047,123847,68,4677,68.77941176470588,65.34044117647059,09/25/2018 11:04 AM
707,SKIDS BOYS FLEECE HOOD BRWN 5-,000047,111850,79,415,5.253164556962025,4.990506329113924,09/25/2018 11:04 AM
708,"C2D1.6G,1GB,160GB,DVD SUPER,LI",000047,126697,44,2496,56.72727272727273,53.89090909090909,09/25/2018 11:04 AM
709,PANASONIC CD-MP3 PLAYER CQ-770,000048,241905,44,6226,141.5,134.425,09/28/2018 11:28 PM
710,NOKIA 5700 CELL  PHONE,000048,122750,89,3956,44.449438202247194,42.22696629213483,09/28/2018 11:28 PM
711,"ANGLE GRINDER 2100W 9"" BOSCH",000048,156028,6,9069,1511.5,1435.925,09/28/2018 11:28 PM
712,SKIDS GIRLS T-W-APP & PRINT-6-,000048,150889,5,4956,991.2,941.6400000000001,10/01/2018 08:33 AM
713,"BLACK BOARD 24"" X 36""",000048,125915,92,4438,48.23913043478261,45.82717391304348,10/01/2018 08:33 AM
714,DENIM SKIRT,000048,150885,1,1903,1903.0,1807.85,10/01/2018 08:33 AM
715,"PANASONIC 50"" PLASMA TH-50PV70",000048,113334,81,8564,105.72839506172839,100.44197530864197,10/03/2018 02:06 AM
716,NOKIA 2600,000049,141701,39,4458,114.3076923076923,108.59230769230768,10/03/2018 02:06 AM
717,"10000:1,5MS, 1680X1050RES.",000049,131271,47,1498,31.872340425531913,30.278723404255317,10/03/2018 02:06 AM
718,SKIDS BOYS SLVLESS BLUE 5-12 Y,000049,112028,95,4021,42.32631578947368,40.21,10/03/2018 02:06 AM
719,NOKIA 7310 SUPER NOVA,000049,140457,82,173,2.1097560975609757,2.004268292682927,10/05/2018 08:22 PM
720,SP,000049,126029,32,205,6.40625,6.0859375,10/05/2018 08:22 PM
721,ENGINE OIL TREATMENT 15 OZ STP,00005,126687,52,6541,125.78846153846153,119.49903846153846,10/05/2018 08:22 PM
722,2-PC SET,00005,113148,73,3170,43.42465753424658,41.25342465753425,10/05/2018 12:17 AM
723,NOKIA 1203,000050,141975,34,814,23.941176470588236,22.744117647058825,10/05/2018 12:17 AM
724,2PC PILLAR CANDLE 60/130,000050,144524,4,6799,1699.75,1614.7625,10/05/2018 12:17 AM
725,LCD/ TFT CLEANER 200ML PERFECT,000050,126688,66,5169,78.31818181818181,74.40227272727272,10/05/2018 12:17 AM
726,EPSON C-87+ INKJET PRINTER,000051,131059,51,9499,186.2549019607843,176.9421568627451,10/05/2018 12:17 AM
727,SALAM SPRIAL NOTE COPY #4,000051,151754,20,6519,325.95,309.6525,10/05/2018 12:17 AM
728,MEN'S WOVEN BOXER,000051,111793,8,2660,332.5,315.875,10/05/2018 12:17 AM
729,SKIDS GIRLS SHIRT APPLIQ 5-10Y,000051,111797,18,9278,515.4444444444445,489.6722222222222,10/11/2018 01:14 PM
730,G-02A+B CHIFON,000051,113179,28,8511,303.9642857142857,288.7660714285714,10/11/2018 01:14 PM
731,CAR WASH 24OZ AA,000052,126683,15,7214,480.93333333333334,456.88666666666666,10/11/2018 01:14 PM
732,ACER ASPIRE 5720Z,000052,126694,78,5605,71.85897435897436,68.26602564102565,10/11/2018 07:54 PM
733,FAUJI KHAGGA,000052,161315,89,7211,81.02247191011236,76.97134831460674,10/11/2018 07:54 PM
734,SNOWMAN PERMANENT MARKER70 BLACK,000052,130383,85,8349,98.2235294117647,93.31235294117647,10/11/2018 07:54 PM
735,SKIDS BOYS WOVEN BOXERS 5-12YR,000052,111971,69,3021,43.78260869565217,41.59347826086956,10/11/2018 07:54 PM
736,SKIDS BOYS SHIRT BLACK 5-12YR,000053,111844,25,6370,254.8,242.06,10/11/2018 07:54 PM
737,CAMOUFLAGE PANT,000053,159855,47,9470,201.48936170212767,191.41489361702128,10/12/2018 11:09 PM
738,NOKIA 7310 SUPER NOVA,000053,140457,78,6289,80.62820512820512,76.59679487179487,10/12/2018 11:09 PM
739,"BLACK BOARD 24"" X 36""",000053,125915,69,3874,56.14492753623188,53.337681159420285,10/12/2018 11:09 PM
740,SAFETY FOAM MASK 10PC,000053,153462,83,1139,13.72289156626506,13.036746987951807,10/12/2018 11:09 PM
741,1000 ML RGB PEPSI SHELL + BOTTLES,000054,123820,93,2668,28.688172043010752,27.253763440860215,10/12/2018 11:09 PM
742,ABEERAZ MEN'S PIQUE POLO S/XL,000055,131055,57,5445,95.52631578947368,90.75,10/16/2018 05:13 PM
743,RIZVI SPIRAL NOTECOPY #1,000055,117810,85,3789,44.576470588235296,42.34764705882353,10/16/2018 05:13 PM
744,RAGLON TEE,000055,113113,35,5497,157.05714285714285,149.2042857142857,10/16/2018 05:13 PM
745,KNITTED TEES,000055,113142,49,7535,153.77551020408163,146.08673469387753,10/16/2018 05:13 PM
746,SKIDS GIRLS SKIRT COMBO1 5-10Y,000055,111813,79,8700,110.12658227848101,104.62025316455696,10/16/2018 05:13 PM
747,SKIDS GIRLS SHIRT APPLIQ 5-10Y,000056,111797,70,6390,91.28571428571429,86.72142857142858,10/20/2018 08:46 AM
748,MENS3/4 TROUSER MICRO,000056,122712,23,845,36.73913043478261,34.90217391304348,10/20/2018 08:46 AM
749,GOLDEN SPRAY PAINT ASMACO,000056,126672,95,2561,26.957894736842107,25.610000000000003,10/21/2018 05:53 PM
750,EPSON PRINTER RIBBON LX300+/+II,000056,135901,63,8963,142.26984126984127,135.1563492063492,10/21/2018 05:53 PM
751,YARN DYED WOVEN,000056,113129,26,9894,380.53846153846155,361.51153846153846,10/21/2018 05:53 PM
752,RIZVI SPIRAL NOTECOPY #2,000056,118604,95,3125,32.89473684210526,31.249999999999996,10/21/2018 05:53 PM
753,PANASONIC HIFI SCV K-450,000056,113329,4,3727,931.75,885.1625,10/21/2018 05:53 PM
754,SKIRT OF FABRIC COMBO -1,000057,150887,82,8322,101.48780487804878,96.41341463414633,10/25/2018 05:49 AM
755,T.SHIRT,000057,122706,13,3152,242.46153846153845,230.33846153846153,10/25/2018 05:49 AM
756,G-207,000057,113183,84,3516,41.857142857142854,39.76428571428571,10/25/2018 05:49 AM
757,"DC2.4GH,320GB HDD,2GB RAM,KB,M",000058,131030,51,5175,101.47058823529412,96.3970588235294,10/25/2018 05:49 AM
758,NOKIA N70 MUSIC EDITION  PHONE,000058,120979,43,5604,130.32558139534885,123.8093023255814,10/25/2018 05:49 AM
759,"DC2.10,14.1"",3GB,320GB,BT,CAM,",000058,126752,74,4544,61.4054054054054,58.33513513513513,10/25/2018 05:49 AM
760,"DC2.3GHZ,15.6"",2GB,250GB,DVD,W",000058,132575,84,7762,92.4047619047619,87.7845238095238,10/25/2018 05:49 AM
761,NOKIA E61-I CELL PHONE,000058,120723,27,9184,340.14814814814815,323.14074074074074,10/25/2018 07:31 PM
762,ELASTIGATED FROCKS,000058,113083,39,5976,153.23076923076923,145.56923076923076,10/25/2018 07:31 PM
763,SKIDS GIRLS SKIRT COMBO2 5-10Y,000059,111815,17,189,11.117647058823529,10.561764705882352,10/25/2018 07:31 PM
764,"MULTIMEDIA, 5MS RESPONSE TIME",000059,126760,53,7561,142.66037735849056,135.52735849056603,10/25/2018 07:31 PM
765,19L BLK WATER SUFI EMPTY,000059,123821,30,1992,66.4,63.080000000000005,10/25/2018 07:31 PM
766,MENS HOOD,000059,150037,78,2543,32.6025641025641,30.972435897435897,10/25/2018 07:31 PM
767,250 ML RGB SPRITE SHELL + BO,00006,119292,71,6638,93.49295774647888,88.81830985915494,10/27/2018 09:24 PM
768,RED SPRAY PAINT ASMACO,00006,113203,40,7875,196.875,187.03125,10/27/2018 09:24 PM
769,EPSON PRINTER RIBBON FX1170,00006,131057,77,2818,36.5974025974026,34.76753246753247,10/27/2018 09:24 PM
770,MENS SHORTS ASSORTED,000060,123516,64,4128,64.5,61.275,10/27/2018 09:24 PM
771,"10.1"",1.6GHZ ATOM,1GB,160GB,WI",000060,132576,28,4166,148.78571428571428,141.34642857142856,10/30/2018 03:34 AM
772,SKIDS GIRLS CAPRICE PINK 5-12Y,000061,111825,5,5194,1038.8,986.8599999999999,10/30/2018 03:34 AM
773,NOKIA N76 CELL  PHONE,000061,122744,78,7219,92.55128205128206,87.92371794871795,10/30/2018 03:34 AM
774,SKIDS BOYS SHIRT 5-12YR,000061,111841,90,9210,102.33333333333333,97.21666666666667,10/30/2018 03:34 AM
775,NOKIA 6131 CELL PHONE,000061,123763,75,7668,102.24,97.128,10/30/2018 03:34 AM
776,"DC2.0, 15.6"",1GB,160GB,CAM,LIN",000061,131268,65,7650,117.6923076923077,111.8076923076923,10/30/2018 03:34 AM
777,T1 BEEF CHEESE SAUSAGES,000061,123850,41,3659,89.2439024390244,84.78170731707317,10/31/2018 12:27 PM
778,EURO/IGLI CORRECTION FLUID PEN,000061,133836,49,2811,57.36734693877551,54.498979591836736,10/31/2018 12:27 PM
779,KNITTED VEST JERSEY,000061,153960,38,7384,194.31578947368422,184.60000000000002,10/31/2018 12:27 PM
780,COTTON PRINTED FRILL,000062,113078,11,5013,455.72727272727275,432.9409090909091,11/02/2018 06:56 AM
781,PANASONIC HIFI SCV K-450,000062,113329,96,7993,83.26041666666667,79.09739583333334,11/02/2018 06:56 AM
782,"TROUSER 40""  WAIST",000062,116375,95,9601,101.06315789473685,96.01,11/06/2018 01:29 PM
783,SKIDS GIRLS T-W-APP & PRINT-6-,000062,150889,43,6318,146.93023255813952,139.58372093023254,11/06/2018 01:29 PM
784,"TROUSER 32""-40"" WAIST",000062,116364,67,7560,112.83582089552239,107.19402985074626,11/06/2018 01:29 PM
785,1000ML RGB FANTA SHELL + BOTTLES,000062,107108,90,9640,107.11111111111111,101.75555555555556,11/06/2018 01:29 PM
786,HERO SPIRAL NOTE BOOK A4 #3,000062,129841,35,816,23.314285714285713,22.148571428571426,11/06/2018 01:29 PM
787,SKIDS BOYS FLEECE HOOD 5-12Y,000062,111849,26,5041,193.8846153846154,184.19038461538463,11/06/2018 11:27 PM
788,SKIDS BOYS WOVEN BOXERS 11-12Y,000062,111987,43,9733,226.34883720930233,215.0313953488372,11/06/2018 11:27 PM
789,TOUCHMATE USB WEBCAM 1.3MP,000062,131274,77,2605,33.83116883116883,32.13961038961039,11/06/2018 11:27 PM
790,MENS JOGGING TROUSER,000062,171113,95,2586,27.221052631578946,25.86,11/06/2018 11:27 PM
791,PAN READY,000063,162210,13,6317,485.9230769230769,461.62692307692305,11/06/2018 11:27 PM
792,TISA ROLLER DAMPER,000063,137948,50,8678,173.56,164.882,11/07/2018 07:45 PM
793,TOUCHMATE USB WEBCAM 1.3MP,000063,131274,5,2094,418.8,397.86,11/07/2018 07:45 PM
794,FLORAL PANT,000063,113074,6,6202,1033.6666666666667,981.9833333333333,11/07/2018 07:45 PM
795,PANT OF FABRIC COMBO -1,000063,151021,98,1993,20.336734693877553,19.319897959183674,11/07/2018 07:45 PM
796,"C2D, 1GB, 160GB, VISTA BUS., D",000064,126703,58,3645,62.8448275862069,59.702586206896555,11/07/2018 09:28 AM
797,NOKIA 7610 SUPER NOVA,000064,139959,79,3246,41.08860759493671,39.03417721518988,11/07/2018 11:45 AM
798,NOKIA 5530,000064,141974,30,8689,289.6333333333333,275.15166666666664,11/07/2018 11:45 AM
799,NOKIA E51,000064,138928,12,353,29.416666666666668,27.945833333333333,11/07/2018 11:45 AM
800,TEES WITH EMBELLISHMENT,000064,111784,52,9411,180.98076923076923,171.93173076923077,11/07/2018 11:45 AM
801,NOKIA E52,000064,141976,79,8964,113.46835443037975,107.79493670886076,11/07/2018 11:45 AM
802,NOKIA 2680 CELL PHONE,000064,141251,84,5207,61.98809523809524,58.888690476190476,11/07/2018 11:45 AM
803,MENS3/4 TROUSER,000064,123518,17,5295,311.47058823529414,295.89705882352945,11/07/2018 11:45 AM
804,"C2D2.0G,2GB,160,CAM,BT,SUPER,V",000065,126704,49,5220,106.53061224489795,101.20408163265306,11/10/2018 06:48 PM
805,PANT OF FABRIC COMBO -1,000065,151021,76,5949,78.27631578947368,74.3625,11/10/2018 06:48 PM
806,LETTERING STENCIL 30MM/1.4,000065,130381,48,7494,156.125,148.31875,11/10/2018 06:48 PM
807,HERO CARD COPY 44 PAGES,000065,130365,90,8879,98.65555555555555,93.72277777777778,11/10/2018 06:48 PM
808,G-02A+B CHIFON,000066,113179,89,1699,19.089887640449437,18.135393258426966,11/10/2018 06:48 PM
809,SKIDS BOYS SLVLESS SHRT 5-12 Y,000066,112022,56,276,4.928571428571429,4.682142857142857,11/10/2018 06:48 PM
810,SNOWMAN ERASABLE MARKER70 BLUE,000066,147951,89,2990,33.59550561797753,31.915730337078653,11/11/2018 12:49 AM
811,BOXER LONG 3/4 LENGHT,000066,111786,70,3985,56.92857142857143,54.082142857142856,11/12/2018 10:04 AM
812,ENGINE OIL TREATMENT 15 OZ STP,000067,126687,17,6627,389.8235294117647,370.33235294117645,11/12/2018 10:04 AM
813,"C2D2.0G,2GB,160,CAM,BT,SUPER,V",000067,126704,22,4462,202.8181818181818,192.67727272727274,11/12/2018 10:04 AM
814,T1 130GM FORTIGROW NIDO,000067,213150,15,630,42.0,39.9,11/12/2018 10:04 AM
815,"1GBDDR3,HDD250GB,CAM,BT,WIN7",000068,153096,41,2127,51.8780487804878,49.28414634146341,11/12/2018 10:04 AM
816,OXFORD WOVEN SHIRT,000069,111770,62,8998,145.1290322580645,137.8725806451613,11/12/2018 10:04 AM
817,"CLRS:LIGHT BLUE , DK BLUE",000069,116343,95,1733,18.242105263157896,17.330000000000002,11/19/2018 10:31 PM
818,"TOUCHMATE NOTEBOOK BAG,TM603",000069,153095,61,361,5.918032786885246,5.622131147540983,11/19/2018 10:31 PM
819,LADIES HOOD WITH SATIN LINING,00007,153963,11,1744,158.54545454545453,150.6181818181818,11/19/2018 10:31 PM
820,AMOS GLASS DECO 31 COLORS,00007,130373,24,8136,339.0,322.05,11/19/2018 10:31 PM
821,"ACER  17"" AL1702WB MONITOR",00007,126711,96,232,2.4166666666666665,2.2958333333333334,11/19/2018 10:31 PM
822,KNITTED TEES,00007,113142,32,941,29.40625,27.9359375,11/19/2018 10:31 PM
823,FAUJI KHAGGA,00007,161315,93,5789,62.24731182795699,59.134946236559145,11/19/2018 10:31 PM
824,SKIDS BOYS WOVEN SHRT GRY 5-12,00007,111855,49,3002,61.265306122448976,58.20204081632653,11/23/2018 03:06 PM
825,NOKIA 6555,000070,138926,66,7574,114.75757575757575,109.01969696969697,11/23/2018 03:06 PM
826,B-001A+B,000070,113160,98,3722,37.97959183673469,36.08061224489796,11/23/2018 03:06 PM
827,"FERRARI F 17"" LCD MONITOR + TV",000070,126693,58,1761,30.362068965517242,28.84396551724138,11/23/2018 03:06 PM
828,DRAWING BOARD,000071,153506,6,9171,1528.5,1452.075,11/23/2018 03:06 PM
829,NOKIA 1680 CELL PHONE,000071,137507,64,3443,53.796875,51.10703125,11/23/2018 03:06 PM
830,FLO ORANGE SPRAY PAINT ASMACO,000071,126680,74,7694,103.97297297297297,98.77432432432433,11/24/2018 06:00 PM
831,BLACK SPRAY PAINT ASMACO,000071,126677,74,686,9.27027027027027,8.806756756756757,11/24/2018 06:00 PM
832,SKIDS GIRLS DENIM LT SKIRT 5-1,000071,111796,27,1198,44.370370370370374,42.15185185185185,11/24/2018 06:00 PM
833,FLEECE HOOD SWEATSHIRT W/KANGR,000071,111767,33,5635,170.75757575757575,162.21969696969697,11/24/2018 06:00 PM
834,NOKIA 6131 CELL PHONE,000072,123763,86,9770,113.6046511627907,107.92441860465117,11/24/2018 06:00 PM
835,DENIM PANT,000072,111760,18,4005,222.5,211.375,11/24/2018 06:00 PM
836,SALAM SPRIAL NOTE COPY #3,000072,151753,80,5488,68.6,65.16999999999999,11/26/2018 03:43 PM
837,1000 ML RGB COKE SHELL + BOTTLES,000072,107095,11,6593,599.3636363636364,569.3954545454545,11/26/2018 03:43 PM
838,EPSON PRINTER RIBBON DFX5000/8500,000072,135905,58,3292,56.758620689655174,53.92068965517242,11/26/2018 03:43 PM
839,"CRYSTAL LABELS  8 UP, 100 SHEETS",000072,147944,28,5196,185.57142857142858,176.29285714285714,11/26/2018 03:43 PM
840,SKIDS BOYS SHIRT R-NCK YL 5-12,000072,111838,53,118,2.2264150943396226,2.1150943396226416,11/26/2018 03:43 PM
841,KNITTED VEST JERSEY,000073,153960,85,8265,97.23529411764706,92.37352941176471,11/26/2018 03:43 PM
842,SNOWMAN PERMANENT MARKER70 GREEN,000073,130396,11,2051,186.45454545454547,177.1318181818182,11/26/2018 03:43 PM
843,"DC1.3GH,14"",4GB,320GB,HDMI,WFI",000073,121861,26,8462,325.46153846153845,309.1884615384615,11/26/2018 03:43 PM
844,PANASONIC CD-MP3 PLAYER CQ5303,000073,241902,81,8583,105.96296296296296,100.66481481481482,11/26/2018 03:43 PM
845,PRINTED KNITTED,000073,113112,95,4573,48.136842105263156,45.73,11/26/2018 03:43 PM
846,NOKIA 5610 CELL PHONE,000073,133099,54,522,9.666666666666666,9.183333333333334,11/26/2018 03:43 PM
847,EPSON TM-220PD RECEIPT PRINTER,000073,132144,94,8946,95.17021276595744,90.41170212765957,11/26/2018 03:43 PM
848,PILLAR CANDLE 80/150,000074,144525,83,5664,68.24096385542168,64.8289156626506,11/26/2018 03:43 PM
849,SKIDS BOYS SHIRT R-NCK YL 5-12,000074,111838,3,1395,465.0,441.75,11/26/2018 04:06 PM
850,FAIRLINE BATHTOWEL 70X140CM,000074,152086,23,4356,189.3913043478261,179.9217391304348,11/26/2018 04:06 PM
851,B-06A+B,000075,113173,15,8947,596.4666666666667,566.6433333333333,11/26/2018 04:06 PM
852,BEIN HIEBLLE DENIM TROUSER,000075,116359,97,302,3.11340206185567,2.9577319587628867,11/26/2018 04:06 PM
853,102,000075,113170,1,2847,2847.0,2704.65,11/26/2018 04:06 PM
854,NOKIA 1208 CELL PHONE,000075,127450,94,3824,40.680851063829785,38.646808510638294,11/26/2018 04:06 PM
855,HERO CARD COPY 60 PAGES,000075,130366,57,6034,105.85964912280701,100.56666666666666,11/26/2018 04:06 PM
856,AMOS GLASS DECO 31 COLORS,000075,130373,97,8476,87.38144329896907,83.01237113402063,11/27/2018 09:27 AM
857,"ACER  17"" AL1702WB MONITOR",000076,126711,90,8909,98.9888888888889,94.03944444444446,11/27/2018 09:27 AM
858,NOKIA 6600 SLIDER,000076,138927,42,7712,183.61904761904762,174.43809523809523,11/27/2018 09:27 AM
859,SAFETY MASK CUP SHAPE,000076,153447,76,9032,118.84210526315789,112.89999999999999,11/29/2018 05:23 AM
860,SKIRT AS/APP MATCHING FAB,000076,145804,60,3957,65.95,62.6525,11/29/2018 05:23 AM
861,MENS TROUSER MICROFIBER A-1384,000076,135220,33,5371,162.75757575757575,154.61969696969697,11/29/2018 05:23 AM
862,SKIDS BOYS SHIRT R-NCK YL 5-12,000076,111838,83,5193,62.566265060240966,59.43795180722892,11/29/2018 05:23 AM
863,SNOWMAN PERMANENT MARKER70 GREEN,000076,130396,67,5869,87.59701492537313,83.21716417910447,11/29/2018 06:48 AM
864,G-0711-A+B+C,000077,113191,97,3580,36.90721649484536,35.06185567010309,11/29/2018 06:48 AM
865,NOKIA 7310 SUPER NOVA,000077,140457,62,6929,111.75806451612904,106.17016129032258,11/30/2018 11:14 AM
866,1000ML RGB FANTA SHELL + BOTTLES,000077,107108,77,7027,91.25974025974025,86.69675324675325,11/30/2018 11:14 AM
867,N97 CELL PHONE MINI,000077,141977,98,9707,99.05102040816327,94.0984693877551,11/30/2018 11:14 AM
868,NOKIA 7610 CELL PHONE,000077,135668,96,8814,91.8125,87.221875,11/30/2018 11:14 AM
869,PANASONIC MINI DV GS-85,000078,231277,41,420,10.24390243902439,9.731707317073171,11/30/2018 11:14 AM
870,SKIDS GIRLS SHIRT APPLIQ 5-12Y,000078,111820,55,250,4.545454545454546,4.318181818181818,11/30/2018 11:14 AM
871,NOKIA 6555,000078,138926,79,7027,88.9493670886076,84.50189873417722,11/30/2018 11:14 AM
872,SLVLESS POLO,000078,113111,30,6542,218.06666666666666,207.16333333333333,11/30/2018 11:14 AM
873,LADIES HOOD WITH SATIN LINING,000078,153963,9,3958,439.77777777777777,417.7888888888889,12/02/2018 03:33 AM
874,"ANGLE GRINDER 2100W 9"" BOSCH",000078,156028,89,6849,76.95505617977528,73.10730337078652,12/02/2018 03:33 AM
875,FIRST AID BOX WTHOUT MEDICINE,000078,156023,79,4252,53.822784810126585,51.131645569620254,12/02/2018 12:42 AM
876,WD40 - 400ML,000079,113202,91,9199,101.08791208791209,96.03351648351648,12/02/2018 12:42 AM
877,T.SHIRT,000079,122706,21,7030,334.76190476190476,318.0238095238095,12/04/2018 11:56 PM
878,"DC2.0GH,2GB,160HDD,BT,12.1,CAM",000079,126761,58,2252,38.827586206896555,36.88620689655173,12/04/2018 11:56 PM
879,MENS SHORTS,000079,122711,79,9209,116.56962025316456,110.74113924050633,12/04/2018 11:56 PM
880,3 FLOWER PAPER CLIP 52 MM,000079,130651,30,1663,55.43333333333333,52.66166666666666,12/04/2018 11:56 PM
881,PREMIER STORAGE BOX,00008,212218,95,1535,16.157894736842106,15.350000000000001,12/05/2018 02:32 PM
882,SAFETY MASK CUP SHAPE,00008,153447,13,7074,544.1538461538462,516.9461538461538,12/05/2018 02:32 PM
883,"5MS, CONTRAST 2000:1",00008,131038,31,9859,318.03225806451616,302.1306451612904,12/05/2018 02:32 PM
884,DANGREE WHITE EXTRA LARGE,000080,153912,30,1987,66.23333333333333,62.92166666666667,12/05/2018 02:32 PM
885,GOLDEN SPRAY PAINT ASMACO,000080,126672,61,5185,85.0,80.75,12/07/2018 02:52 AM
886,G-0712-A+B+C,000080,113193,9,9426,1047.3333333333333,994.9666666666666,12/07/2018 02:52 AM
887,PRINTED CAPRICE,000080,113110,6,5019,836.5,794.675,12/07/2018 02:52 AM
888,NOKIA 6555,000080,138926,42,2453,58.404761904761905,55.48452380952381,12/07/2018 02:52 AM
889,NOKIA E50 CELL PHONE WTIH CAMERA,000080,122752,8,9547,1193.375,1133.70625,12/07/2018 02:52 AM
890,"CLRS: KHAKI , GREY",000080,116340,9,9736,1081.7777777777778,1027.6888888888889,12/07/2018 02:52 AM
891,T-SHIRT H/S R/N,000081,135223,42,1926,45.857142857142854,43.56428571428571,12/08/2018 11:40 AM
892,QUALITY RUBBER BAND BOX,000081,147943,88,264,3.0,2.85,12/08/2018 11:40 AM
893,NOKIA 1650 CELL PHONE,000081,128363,98,4733,48.295918367346935,45.88112244897959,12/08/2018 11:40 AM
894,EPSON LQ-2090 DOT MATRIX PRINTER,000081,135887,34,2326,68.41176470588235,64.99117647058823,12/08/2018 11:40 AM
895,FLINE BATHSHEET 90X150CM IVORY,000081,113351,85,3030,35.64705882352941,33.86470588235294,12/08/2018 11:40 AM
896,SKIDS MENS WOVEN BOXER L,000082,112080,79,4546,57.54430379746835,54.667088607594934,12/08/2018 11:40 AM
897,"ANGLE GRINDER 2100W 7"" BOSCH",000082,156031,51,4435,86.96078431372548,82.61274509803921,12/08/2018 11:40 AM
898,"C2S1.4,4GB,320GB,15"",VISTA,DVD",000082,131267,46,269,5.8478260869565215,5.555434782608695,12/09/2018 04:22 AM
899,250 ML RGB SPRITE SHELL + BO,000083,119292,77,9978,129.58441558441558,123.1051948051948,12/09/2018 04:22 AM
900,NOKIA N76 CELL  PHONE,000083,122744,18,2297,127.61111111111111,121.23055555555555,12/09/2018 04:22 AM
901,"10PC 10"" SPIRAL CANDLE",000083,150286,68,5229,76.8970588235294,73.05220588235294,12/09/2018 04:22 AM
902,YARN DYED WOVEN,000083,113129,73,8944,122.52054794520548,116.3945205479452,12/09/2018 07:12 AM
903,RIZVI SPIRAL SUBJECT COPY #6,000083,129836,56,7487,133.69642857142858,127.01160714285716,12/09/2018 07:12 AM
904,SKIDS BOYS WOVEN BOXERS 5-12YR,000083,111971,16,9366,585.375,556.10625,12/10/2018 02:19 PM
905,COTTON PRINTED FRILL,000083,113078,46,5342,116.1304347826087,110.32391304347827,12/10/2018 02:19 PM
906,NOKIA 2310 CELL PHONE,000083,169657,53,339,6.39622641509434,6.076415094339623,12/10/2018 02:19 PM
907,SALAM SUBJECT SPRIAL COPY #2,000083,151597,11,5596,508.72727272727275,483.2909090909091,12/10/2018 02:19 PM
908,DIGITAL CAMERA POUCH CASE,000083,133851,67,5595,83.50746268656717,79.33208955223881,12/10/2018 02:19 PM
909,NOKIA N76 CELL  PHONE,000083,122744,7,9750,1392.857142857143,1323.2142857142858,12/10/2018 02:19 PM
910,"DC2.0GH,2GB,160HDD,BT,12.1,CAM",000083,126761,7,5275,753.5714285714286,715.8928571428571,12/10/2018 02:19 PM
911,MENS SHORTS,000083,122711,56,4397,78.51785714285714,74.59196428571428,12/11/2018 11:00 AM
912,"TROUSER 32""-40"" WAIST",000084,116364,24,2417,100.70833333333333,95.67291666666667,12/11/2018 11:00 AM
